element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,6,"=""46.5580""","=""0.0010""","=""46.5587""","=""0.0007""","=""6""","=""""",,"=""102191.6""","=""316974.""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",,"=""""","=""L11052""",
Ar,3,"=""46.6530""","=""0.0010""","=""46.653193""","=""0.000003""","=""250""","=""""",,"=""0.000""","=""214347.599""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,5,"=""46.6790""","=""0.0010""","=""46.6791""","=""0.0011""","=""1""","=""""",,"=""37912.4""","=""252141.""","=""3s2.3p2""","=""1S""","=""0""","=""3s2.3p.3d""","=""1P*""","=""1""",,"=""""","=""L11501""",
Ar,6,"=""46.6940""","=""0.0010""","=""46.6942""","=""0.0007""","=""8""","=""""",,"=""102191.6""","=""316351.""","=""3s.3p2""","=""4P""","=""5/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""5/2""",,"=""""","=""L11052""",
Ar,3,"=""46.7399""","=""0.0002""","=""46.739505""","=""0.000003""","=""300""","=""""",,"=""0.000""","=""213951.7743""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",,"=""""","=""L11588""",
Ar,6,"=""46.8390""","=""0.0010""","=""46.8381""","=""0.0005""","=""4""","=""""",,"=""132574.7""","=""346076.""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""",,"=""""","=""L11052""",
Ar,3,"=""46.8479""","=""0.0002""","=""46.84777""","=""0.00004""","=""200""","=""""",,"=""1112.17""","=""214569.5""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""0""",,"=""""","=""L11588""",
Ar,9,"=""46.8793""","=""0.0005""","=""46.8791""","=""0.0005""","=""120""","=""""",,"=""2051784.6""","=""2265099.4""","=""2s2.2p5.3s""","=""1P*""","=""1""","=""2s2.2p5.3p""","=""1S""","=""0""",,"=""""","=""L11815""",
Ar,6,"=""46.8800""","=""0.0010""","=""46.8797""","=""0.0007""","=""6""","=""""",,"=""182182.1""","=""395494.""","=""3s.3p2""","=""2P""","=""1/2""","=""3s.3p.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L11052""",
Ar,3,"=""46.8965""","=""0.0002""","=""46.896522""","=""0.000005""","=""150""","=""""",,"=""1112.17""","=""214347.599""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,7,"=""46.963""","=""0.003""","=""46.963""","=""0.003""","=""80""","=""""",,"=""528910.""","=""741843.""","=""3s.4s""","=""1S""","=""0""","=""3s.5p""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,3,"=""46.9839""","=""0.0002""","=""46.983737""","=""0.000004""","=""200""","=""""",,"=""1112.17""","=""213951.7743""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""46.9976""","=""0.0002""","=""46.997479""","=""0.000005""","=""200""","=""""",,"=""1570.23""","=""214347.599""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2D*).3d""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,12,"=""47.00""","=""0.10""","=""47.00""","=""0.22""","=""0.66""","=""""",,"=""2912070""","=""3124840""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""",,"=""""","=""L16105""",
Ar,9,"=""47.07""","=""0.02""","=""47.0787""","=""0.0005""","=""""","=""""",,"=""2169967.2""","=""2382377.6""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""1D*""","=""2""",,"=""""","=""L4399""",
Ar,6,"=""47.1190""","=""0.0010""","=""47.1188""","=""0.0005""","=""8""","=""""",,"=""183577.3""","=""395807.""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(1P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L11052""",
Ar,6,"=""47.187""","=""0.002""","=""47.1884""","=""0.0007""","=""4q""","=""""",,"=""183577.3""","=""395494.""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(1P*).3d""","=""2D*""","=""3/2""",,"=""""","=""L11052""",
Ar,6,"=""47.2040""","=""0.0010""","=""47.2039""","=""0.0005""","=""6""","=""""",,"=""132462.7""","=""344309.8""","=""3s.3p2""","=""2D""","=""3/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L11052""",
Ar,6,"=""47.2290""","=""0.0010""","=""47.2288""","=""0.0005""","=""4""","=""""",,"=""132574.7""","=""344309.8""","=""3s.3p2""","=""2D""","=""5/2""","=""3s.3p.(3P*).3d""","=""2F*""","=""5/2""",,"=""""","=""L11052""",
Ar,4,"=""47.264""","=""0.002""","=""47.25996""","=""0.00008""","=""53""","=""""",,"=""35032.4""","=""246628.0""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2F""","=""5/2""",,"=""""","=""L11579""",
Ar,3,"=""47.2660""","=""0.0020""","=""47.26679""","=""0.00003""","=""5""","=""""",,"=""0.000""","=""211565.03""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L9366""",
Ar,3,"=""47.3922""","=""0.0002""","=""47.39212""","=""0.00003""","=""300""","=""""",,"=""0.000""","=""211005.56""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,7,"=""47.3930""","=""0.0010""","=""47.3927""","=""0.0010""","=""60""","=""5.64e+09""",B,"=""113101.""","=""324104.""","=""3s.3p""","=""3P*""","=""0""","=""3s.3d""","=""3D""","=""1""",,"=""T1002LS""","=""L7294""",
Ar,7,"=""47.4650""","=""0.0010""","=""47.4663""","=""0.0010""","=""3""","=""""",,"=""443362.""","=""654038.""","=""3p.3d""","=""3F*""","=""2""","=""3d2""","=""3F""","=""3""",,"=""""","=""L11915""",
Ar,7,"=""47.4960""","=""0.0010""","=""47.4965""","=""0.0010""","=""6""","=""""",,"=""443362.""","=""653904.""","=""3p.3d""","=""3F*""","=""2""","=""3d2""","=""3F""","=""2""",,"=""""","=""L11915""",
Ar,3,"=""47.5160""","=""0.0020""","=""47.51658""","=""0.00003""","=""3""","=""""",,"=""1112.17""","=""211565.03""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L9366""",
Ar,3,"=""47.5460""","=""0.0020""","=""47.54567""","=""0.00003""","=""6""","=""""",,"=""14010.00""","=""224334.09""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).3d""","=""1F*""","=""3""",,"=""""","=""L9366""",
Ar,7,"=""47.5656""","=""0.0010""","=""47.5657""","=""0.0006""","=""8""","=""7.53e+09""",B,"=""113905.5""","=""324141.2""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""2""",,"=""T1002LS""","=""L3311""",
Ar,7,"=""47.5730""","=""0.0010""","=""47.5722""","=""0.0013""","=""40*""","=""""",,"=""510268.""","=""720475.""","=""3p.3d""","=""1F*""","=""3""","=""3p.4p""","=""1D""","=""2""",,"=""""","=""L7294""",
Ar,7,"=""47.5730""","=""0.0010""","=""47.5741""","=""0.0008""","=""40*""","=""4.18e+09""",B,"=""113905.5""","=""324104.""","=""3s.3p""","=""3P*""","=""1""","=""3s.3d""","=""3D""","=""1""",,"=""T1002LS""","=""L7294""",
Ar,3,"=""47.6200""","=""0.0020""","=""47.62023""","=""0.00003""","=""3""","=""""",,"=""1570.23""","=""211565.03""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""1""",,"=""""","=""L9366""",
Ar,3,"=""47.6436""","=""0.0002""","=""47.64323""","=""0.00003""","=""350""","=""""",,"=""1112.17""","=""211005.56""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).3d""","=""3D*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""47.7340""","=""0.0020""","=""47.734171""","=""0.000005""","=""3""","=""""",,"=""1570.23""","=""211063.760""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""",,"=""""","=""L9366""",
Ar,6,"=""47.770""","=""0.015""","=""47.745""","=""0.005""","=""""","=""""",,"=""346076.""","=""555523.""","=""3s.3p.(3P*).3d""","=""2F*""","=""7/2""","=""3s2.5d""","=""2D""","=""5/2""",,"=""""","=""L10202""",
Ar,7,"=""47.7700""","=""0.0010""","=""47.7678""","=""0.0013""","=""6""","=""""",,"=""444780.""","=""654126.""","=""3p.3d""","=""3F*""","=""3""","=""3d2""","=""3F""","=""4""",,"=""""","=""L11915""",
Ar,7,"=""47.7880""","=""0.0010""","=""47.7879""","=""0.0010""","=""6""","=""""",,"=""444780.""","=""654038.""","=""3p.3d""","=""3F*""","=""3""","=""3d2""","=""3F""","=""3""",,"=""""","=""L11915""",
Ar,7,"=""47.9379""","=""0.0010""","=""47.9352""","=""0.0008""","=""12""","=""9.80e+09""",B,"=""115590.""","=""324205.""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""3""",,"=""T1002LS""","=""L3311""",
Ar,7,"=""47.9485""","=""0.0010""","=""47.9499""","=""0.0006""","=""2""","=""2.45e+09""",B,"=""115590.""","=""324141.2""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""2""",,"=""T1002LS""","=""L3311""",
Ar,7,"=""""","=""""","=""47.9584""","=""0.0010""","=""""","=""2.7e+08""",D,"=""115590.""","=""324104.""","=""3s.3p""","=""3P*""","=""2""","=""3s.3d""","=""3D""","=""1""",,"=""T1002LS""","=""""",
Ar,7,"=""48.0490""","=""0.0010""","=""48.0504""","=""0.0015""","=""3""","=""""",,"=""446011.""","=""654126.""","=""3p.3d""","=""3F*""","=""4""","=""3d2""","=""3F""","=""4""",,"=""""","=""L11915""",
Ar,14,"=""""","=""""","=""48.160""","=""0.012""","=""""","=""""",,"=""22656.239""","=""230296+x""","=""2s2.2p""","=""2P*""","=""3/2""","=""2s.2p2""","=""4P""","=""1/2""",,"=""""","=""""",
Ar,3,"=""48.1854""","=""0.0002""","=""48.185263""","=""0.000010""","=""300""","=""""",,"=""0.000""","=""207532.33""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,7,"=""48.1870""","=""0.0010""","=""48.1851""","=""0.0012""","=""40""","=""""",,"=""264749.""","=""472282.""","=""3p2""","=""1D""","=""2""","=""3p.3d""","=""3P*""","=""2""",,"=""""","=""L7294""",
Ar,3,"=""48.2552""","=""0.0002""","=""48.254862""","=""0.000004""","=""400""","=""""",,"=""0.000""","=""207233.003""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""48.4117""","=""0.0002""","=""48.411610""","=""0.000006""","=""250""","=""""",,"=""1112.17""","=""207674.192""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""",,"=""""","=""L11588""",
Ar,3,"=""48.4450""","=""0.0002""","=""48.444881""","=""0.000010""","=""250""","=""""",,"=""1112.17""","=""207532.33""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,9,"=""48.4963""","=""0.0005""","=""48.4962""","=""0.0004""","=""130""","=""""",,"=""2149341.1""","=""2355542.7""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""2""",,"=""""","=""L11815""",
Ar,3,"=""48.5153""","=""0.0002""","=""48.515232""","=""0.000005""","=""300""","=""""",,"=""1112.17""","=""207233.003""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""",,"=""""","=""L11588""",
Ar,3,"=""48.5528""","=""0.0002""","=""48.552622""","=""0.000011""","=""200""","=""""",,"=""1570.23""","=""207532.33""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",,"=""""","=""L11588""",
Ar,3,"=""48.5680""","=""0.0020""","=""48.567626""","=""0.000019""","=""6""","=""""",,"=""14010.00""","=""219908.474""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""",,"=""""","=""L9366""",
Ar,6,"=""48.5780""","=""0.0010""","=""48.5781""","=""0.0006""","=""6""","=""""",,"=""169803.9""","=""375657.8""","=""3s.3p2""","=""2S""","=""1/2""","=""3s.3p.(3P*).3d""","=""2P*""","=""3/2""",,"=""""","=""L11052""",
Ar,5,"=""48.6570""","=""0.0010""","=""48.6579""","=""0.0007""","=""3""","=""""",,"=""16298.66""","=""221815.""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""1D*""","=""2""",,"=""""","=""L11501""",
Ar,7,"=""48.6890""","=""0.0010""","=""48.6900""","=""0.0011""","=""40""","=""""",,"=""269836.""","=""475217.""","=""3p2""","=""3P""","=""0""","=""3p.3d""","=""3D*""","=""1""",,"=""""","=""L7294""",
Ar,3,"=""48.7029""","=""0.0002""","=""48.70267""","=""0.00003""","=""350""","=""""",,"=""14010.00""","=""219337.54""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p3.(2D*).3d""","=""1D*""","=""2""",,"=""""","=""L11588""",
Ar,2,"=""48.7227""","=""0.0010""","=""48.7227217""","=""0.0000004""","=""2""","=""""",,"=""0.0000""","=""205243.0497""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2S""","=""1/2""",,"=""""","=""L3263""",
Ar,2,"=""48.7264""","=""0.0003""","=""48.7278351""","=""0.0000005""","=""0""","=""""",,"=""0.0000""","=""205221.512""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,4,"=""48.7680""","=""0.0010""","=""48.76807""","=""0.00012""","=""7""","=""""",,"=""21090.6""","=""226142.8""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L11418""",
Ar,4,"=""48.7990""","=""0.0010""","=""48.79882""","=""0.00012""","=""6q""","=""""",,"=""21219.8""","=""226142.8""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L11418""",
Ar,7,"=""48.8240""","=""0.0010""","=""48.8262""","=""0.0008""","=""40""","=""""",,"=""270777.0""","=""475585.""","=""3p2""","=""3P""","=""1""","=""3p.3d""","=""3D*""","=""2""",,"=""""","=""L7294""",
Ar,3,"=""48.8451""","=""0.0002""","=""48.845204""","=""0.000024""","=""350""","=""""",,"=""0.000""","=""204728.39""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,2,"=""48.8782""","=""0.0003""","=""48.879280""","=""0.000003""","=""0.5""","=""""",,"=""0.0000""","=""204585.664""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,2,"=""48.8987""","=""0.0003""","=""48.8961570""","=""0.0000005""","=""0""","=""""",,"=""0.0000""","=""204515.050""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,7,"=""48.9140""","=""0.0010""","=""48.9141""","=""0.0007""","=""40""","=""""",,"=""270777.0""","=""475217.""","=""3p2""","=""3P""","=""1""","=""3p.3d""","=""3D*""","=""1""",,"=""""","=""L7294""",
Ar,2,"=""48.9196""","=""0.0003""","=""48.9195390""","=""0.0000005""","=""0.5""","=""""",,"=""0.0000""","=""204417.2985""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,9,"=""48.92""","=""0.02""","=""48.920""","=""0.021""","=""*""","=""""",,"=""2788582.""","=""2992998""","=""2s.2p6.3p""","=""3P*""","=""2""","=""2s.2p6.3d""","=""3D""","=""3""",,"=""""","=""L5710""",
Ar,9,"=""48.92""","=""0.02""","=""48.9665""","=""0.0006""","=""*""","=""""",,"=""2176736.6""","=""2380958.""","=""2s2.2p5.3p""","=""3D""","=""1""","=""2s2.2p5.3d""","=""3D*""","=""1""",,"=""""","=""L5710""",
Ar,4,"=""48.9730""","=""0.0010""","=""48.9727""","=""0.0007""","=""5""","=""""",,"=""34854.6""","=""239050.""","=""3s2.3p3""","=""2P*""","=""1/2""","=""3s2.3p2.(1D).3d""","=""2D""","=""3/2""",,"=""""","=""L11418""",
Ar,13,"=""49.001""","=""0.005""","=""49.001""","=""0.005""","=""t""","=""""",,"=""21841.""","=""225918""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""5S*""","=""2""",,"=""""","=""L16119""",
Ar,3,"=""49.0230""","=""0.0020""","=""49.0229""","=""0.0019""","=""3""","=""""",,"=""33265.7""","=""237252.""","=""3s2.3p4""","=""1S""","=""0""","=""3s2.3p3.(2P*).3d""","=""1P*""","=""1""",,"=""""","=""L9366""",
Ar,2,"=""49.0698""","=""0.0003""","=""49.0701383""","=""0.0000005""","=""0.5""","=""""",,"=""1431.5831""","=""205221.512""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,4,"=""49.1020""","=""0.0010""","=""49.10053""","=""0.00010""","=""9q*""","=""""",,"=""21090.6""","=""224754.4""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""49.1020""","=""0.0010""","=""49.1059""","=""0.0010""","=""9q*""","=""""",,"=""35032.4""","=""238674.""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(1D).3d""","=""2D""","=""5/2""",,"=""""","=""L11418""",
Ar,3,"=""49.1121""","=""0.0002""","=""49.112001""","=""0.000025""","=""200""","=""""",,"=""1112.17""","=""204728.39""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,4,"=""49.1320""","=""0.0010""","=""49.13170""","=""0.00010""","=""8""","=""""",,"=""21219.8""","=""224754.4""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L11418""",
Ar,7,"=""49.213""","=""0.002""","=""49.2126""","=""0.0010""","=""60q""","=""""",,"=""272562.""","=""475762.""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3D*""","=""3""",,"=""""","=""L7294""",
Ar,3,"=""49.2227""","=""0.0002""","=""49.222734""","=""0.000025""","=""150""","=""""",,"=""1570.23""","=""204728.39""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",,"=""""","=""L11588""",
Ar,2,"=""49.2418""","=""0.0003""","=""49.2408375""","=""0.0000005""","=""0""","=""""",,"=""1431.5831""","=""204515.050""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,7,"=""49.2550""","=""0.0010""","=""49.2516""","=""0.0011""","=""40*""","=""""",,"=""269836.""","=""472875.""","=""3p2""","=""3P""","=""0""","=""3p.3d""","=""3P*""","=""1""",,"=""""","=""L7294""",
Ar,7,"=""49.2550""","=""0.0010""","=""49.2531""","=""0.0011""","=""40*""","=""""",,"=""270777.0""","=""473810.""","=""3p2""","=""3P""","=""1""","=""3p.3d""","=""3P*""","=""0""",,"=""""","=""L7294""",
Ar,7,"=""49.2550""","=""0.0010""","=""49.2555""","=""0.0010""","=""40*""","=""""",,"=""272562.""","=""475585.""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3D*""","=""2""",,"=""""","=""L7294""",
Ar,4,"=""49.2782""","=""0.0002""","=""49.27839""","=""0.00012""","=""240""","=""""",,"=""21090.6""","=""224019.3""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s.3p4""","=""2P""","=""1/2""",,"=""""","=""L11588""",
Ar,7,"=""49.3460""","=""0.0010""","=""49.3449""","=""0.0009""","=""20""","=""""",,"=""272562.""","=""475217.""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3D*""","=""1""",,"=""""","=""L7294""",
Ar,9,"=""49.374""","=""0.004""","=""49.3708""","=""0.0005""","=""430""","=""""",,"=""2182215.2""","=""2384764.""","=""2s2.2p5.3p""","=""3P""","=""2""","=""2s2.2p5.3d""","=""3D*""","=""3""",,"=""""","=""L6734""",
Ar,2,"=""49.4686""","=""0.0003""","=""49.46676252""","=""0.00000020""","=""0.5""","=""""",,"=""0.0000""","=""202155.9425""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""2F""","=""5/2""",,"=""""","=""L16202""",
Ar,9,"=""49.479""","=""0.004""","=""49.478""","=""0.005""","=""70""","=""""",,"=""2623126.""","=""2825236.""","=""2s.2p6.3s""","=""3S""","=""1""","=""2s2.2p5.4d""","=""3P*""","=""2""",,"=""""","=""L6734""",
Ar,7,"=""49.4810""","=""0.0010""","=""49.4809""","=""0.0007""","=""20""","=""""",,"=""270777.0""","=""472875.""","=""3p2""","=""3P""","=""1""","=""3p.3d""","=""3P*""","=""1""",,"=""""","=""L7294""",
Ar,9,"=""49.4900""","=""0.0005""","=""49.4893""","=""0.0005""","=""60""","=""""",,"=""2149341.1""","=""2351405.1""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""1""",,"=""""","=""L11815""",
Ar,5,"=""49.5090""","=""0.0010""","=""49.5078""","=""0.0010""","=""1""","=""""",,"=""16298.66""","=""218287.""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""1""",,"=""""","=""L11501""",
Ar,4,"=""49.5377""","=""0.0002""","=""49.53793""","=""0.00010""","=""200""","=""""",,"=""21090.6""","=""222956.1""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s.3p4""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,4,"=""49.5698""","=""0.0002""","=""49.56966""","=""0.00010""","=""270""","=""""",,"=""21219.8""","=""222956.1""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s.3p4""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,7,"=""49.600""","=""0.003""","=""49.5978""","=""0.0014""","=""40""","=""""",,"=""510268.""","=""711890.""","=""3p.3d""","=""1F*""","=""3""","=""3p.4p""","=""3P""","=""2""",,"=""""","=""L12090""",
Ar,7,"=""49.6270""","=""0.0010""","=""49.6266""","=""0.0011""","=""40""","=""""",,"=""270777.0""","=""472282.""","=""3p2""","=""3P""","=""1""","=""3p.3d""","=""3P*""","=""2""",,"=""""","=""L7294""",
Ar,2,"=""49.6650""","=""0.0003""","=""49.66436403""","=""0.00000022""","=""0.5*""","=""""",,"=""0.0000""","=""201351.6169""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4F""","=""5/2""",,"=""""","=""L16202""",
Ar,2,"=""49.6650""","=""0.0003""","=""49.66592402""","=""0.00000022""","=""0.5*""","=""""",,"=""0.0000""","=""201345.2925""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4P""","=""3/2""",,"=""""","=""L16202""",
Ar,5,"=""49.684""","=""0.002""","=""49.6837""","=""0.0007""","=""37""","=""""",,"=""16298.66""","=""217572.""","=""3s2.3p2""","=""1D""","=""2""","=""3s2.3p.3d""","=""3P*""","=""2""",,"=""""","=""L11579""",
Ar,9,"=""49.8283""","=""0.0010""","=""49.8276""","=""0.0006""","=""35""","=""""",,"=""2169967.2""","=""2370659.""","=""2s2.2p5.3p""","=""3D""","=""3""","=""2s2.2p5.3d""","=""1F*""","=""3""",,"=""""","=""L11815""",
Ar,10,"=""49.83""","=""0.02""","=""49.80""","=""0.04""","=""t""","=""""",,"=""2414787""","=""2615600""","=""2s2.2p4.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L11036""",
Ar,4,"=""49.8670""","=""0.0010""","=""49.86616""","=""0.00011""","=""3""","=""""",,"=""21090.6""","=""221627.4""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4P""","=""1/2""",,"=""""","=""L11418""",
Ar,9,"=""49.90""","=""0.02""","=""49.895""","=""0.013""","=""""","=""""",,"=""2778866""","=""2979288""","=""2s2.2p5.4p""","=""1D""","=""2""","=""2s2.2p5.5s""","=""3P*""","=""2""",,"=""""","=""L4399""",
Ar,7,"=""49.9030""","=""0.0010""","=""49.9031""","=""0.0020""","=""60""","=""""",,"=""316717.""","=""517105.4""","=""3p2""","=""1S""","=""0""","=""3p.3d""","=""1P*""","=""1""",,"=""""","=""L7294""",
Ar,7,"=""49.923""","=""0.002""","=""49.9219""","=""0.0009""","=""40q""","=""""",,"=""272562.""","=""472875.""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3P*""","=""1""",,"=""""","=""L7294""",
Ar,9,"=""49.9799""","=""0.0010""","=""49.9798""","=""0.0010""","=""25""","=""""",,"=""2149341.1""","=""2349422.""","=""2s2.2p5.3p""","=""3S""","=""1""","=""2s2.2p5.3d""","=""3P*""","=""0""",,"=""""","=""L11815""",
Ar,4,"=""49.9800""","=""0.0010""","=""49.97973""","=""0.00011""","=""6""","=""""",,"=""21219.8""","=""221300.9""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""4P""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""49.992""","=""0.002""","=""49.99192963""","=""0.00000020""","=""1""","=""""",,"=""0.0000""","=""200032.2867""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L3263""",
Ar,7,"=""50.0690""","=""0.0010""","=""50.0701""","=""0.0013""","=""40""","=""""",,"=""272562.""","=""472282.""","=""3p2""","=""3P""","=""2""","=""3p.3d""","=""3P*""","=""2""",,"=""""","=""L7294""",
Ar,2,"=""50.0798""","=""0.0003""","=""50.08016733""","=""0.00000023""","=""0.5""","=""""",,"=""0.0000""","=""199679.8440""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,9,"=""50.09""","=""0.03""","=""50.0658""","=""0.0006""","=""""","=""""",,"=""2170921.7""","=""2370659.""","=""2s2.2p5.3p""","=""3D""","=""2""","=""2s2.2p5.3d""","=""1F*""","=""3""",,"=""""","=""L4580""",
