element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""253.0423""","=""0.0006""","=""253.042691""","=""0.000003""","=""1""","=""""",,"=""150147.7021""","=""189654.8487""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""253.392""","=""0.004""","=""253.39011""","=""0.00012""","=""3""","=""2.7e+07""",E,"=""186904.026""","=""226357.0086""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""",,"=""T1619CA,LS""","=""L7491""",
Ar,2,"=""253.47087""","=""0.00001""","=""253.470851""","=""0.000003""","=""166""","=""""",,"=""160239.4280""","=""199679.8440""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""253.52509""","=""0.00002""","=""253.525102""","=""0.000003""","=""29""","=""""",,"=""159706.5337""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""253.5758""","=""0.0006""","=""253.576694""","=""0.000003""","=""1""","=""""",,"=""151087.3128""","=""190511.2674""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""253.60150""","=""0.00001""","=""253.601491""","=""0.000003""","=""93""","=""""",,"=""151087.3128""","=""190507.4128""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""253.8297""","=""0.0020""","=""253.835366""","=""0.000013""","=""1""","=""""",,"=""196680.8461""","=""236064.6283""","=""3s2.3p3.(2D*).4s""","=""3D*""","=""3""","=""3s2.3p3.(2D*).4p""","=""1D""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""254.00362""","=""0.00006""","=""254.003627""","=""0.000004""","=""9""","=""""",,"=""161048.7411""","=""200406.4358""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""1/2""",,"=""""","=""L11520""",
Ar,4,"=""254.055""","=""0.003""","=""254.0576""","=""0.0023""","=""7""","=""""",,"=""250902.16""","=""290251.5""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""254.159""","=""0.002""","=""254.15942""","=""0.00013""","=""0.5""","=""""",,"=""172335.5985""","=""211669.17""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""254.46839""","=""0.00001""","=""254.468375""","=""0.000003""","=""79""","=""""",,"=""160239.4280""","=""199525.2465""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""254.56468""","=""0.00008""","=""254.564769""","=""0.000013""","=""8""","=""""",,"=""172335.5985""","=""211606.5420""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",,"=""""","=""L11520""",
Ar,2,"=""254.7184""","=""0.0006""","=""254.717298""","=""0.000016""","=""2""","=""""",,"=""172829.6539""","=""212077.0827""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""254.9788""","=""0.0006""","=""254.978677""","=""0.000004""","=""3""","=""""",,"=""160239.4280""","=""199446.6269""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""1/2""",,"=""""","=""L14821""",
Ar,2,"=""255.1571""","=""0.0006""","=""255.156618""","=""0.000003""","=""1""","=""""",,"=""150474.9903""","=""189654.8487""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""255.3400""","=""0.0006""","=""255.339966""","=""0.000003""","=""2""","=""""",,"=""134241.7389""","=""173393.4658""","=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""255.65856""","=""0.00005""","=""255.658430""","=""0.000003""","=""9""","=""""",,"=""161048.7411""","=""200151.7014""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""255.92866""","=""0.00003""","=""255.928610""","=""0.000003""","=""11""","=""""",,"=""161048.7411""","=""200110.4236""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""256.0853""","=""0.0006""","=""256.084745""","=""0.000003""","=""1""","=""""",,"=""163506.5368""","=""202544.4050""","=""3s2.3p4.(1D).3d""","=""2F""","=""7/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""256.19525""","=""0.00011""","=""256.195197""","=""0.000003""","=""4""","=""""",,"=""161089.3846""","=""200110.4236""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""256.20873""","=""0.00002""","=""256.208670""","=""0.000003""","=""18""","=""""",,"=""151087.3128""","=""190106.3000""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""",,"=""""","=""L11520""",
Ar,4,"=""256.209""","=""0.003""","=""256.2106""","=""0.0019""","=""10""","=""1.4e+08""",D,"=""250215.2""","=""289233.9""","=""3s2.3p2.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,3,"=""256.329""","=""0.004""","=""256.321""","=""0.005""","=""5*""","=""""",,"=""231754.836""","=""270756.7""","=""3s2.3p3.(2D*).4p""","=""3P""","=""0""","=""3s2.3p3.(2D*).4d""","=""1P*""","=""1""",,"=""""","=""L7491""",
Ar,3,"=""256.329""","=""0.004""","=""256.32535""","=""0.00006""","=""5*""","=""""",,"=""186402.885""","=""225404.1120""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""4""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""",,"=""""","=""L7491""",
Ar,2,"=""256.44166""","=""0.00002""","=""256.441615""","=""0.000003""","=""17""","=""""",,"=""161048.7411""","=""200032.2867""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""256.5782""","=""0.0006""","=""256.578499""","=""0.000003""","=""3""","=""""",,"=""150474.9903""","=""189437.7396""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""",,"=""""","=""L14821""",
Ar,3,"=""256.63789""","=""0.00006""","=""256.63791""","=""0.00005""","=""8""","=""""",,"=""243147.063""","=""282100.793""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""","=""3s2.3p3.(2P*).4d""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,2,"=""256.7095""","=""0.0006""","=""256.709273""","=""0.000003""","=""1""","=""""",,"=""161089.3846""","=""200032.2867""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""256.7727""","=""0.0006""","=""256.772699""","=""0.000003""","=""1""","=""""",,"=""161048.7411""","=""199982.0244""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,4,"=""256.802""","=""0.003""","=""256.8053""","=""0.0018""","=""10""","=""1.0e+08""",D,"=""250902.16""","=""289830.5""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,2,"=""256.92007""","=""0.00007""","=""256.920160""","=""0.000003""","=""6""","=""""",,"=""161048.7411""","=""199959.6798""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).5d""","=""4D""","=""5/2""",,"=""""","=""L11520""",
Ar,4,"=""256.945""","=""0.003""","=""256.946""","=""0.003""","=""9""","=""5.7e+07""",E,"=""250215.2""","=""289122.3""","=""3s2.3p2.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""1/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,2,"=""256.99847""","=""0.00006""","=""256.998472""","=""0.000003""","=""9""","=""""",,"=""160239.4280""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""257.04107""","=""0.00001""","=""257.041048""","=""0.000003""","=""28""","=""""",,"=""161089.3846""","=""199982.0244""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""257.3940""","=""0.0006""","=""257.39264""","=""0.00013""","=""0.5""","=""""",,"=""172829.6539""","=""211669.17""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""257.6388""","=""0.0020""","=""257.6382""","=""0.0003""","=""5""","=""""",,"=""243147.063""","=""281949.57""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""","=""3s2.3p3.(2P*).4d""","=""3P*""","=""0""",,"=""""","=""L9366""",
Ar,2,"=""257.9428""","=""0.0006""","=""257.944052""","=""0.000016""","=""2""","=""""",,"=""172829.6539""","=""211586.1480""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""257.96398""","=""0.00001""","=""257.96398""","=""0.00004""","=""59""","=""""",,"=""211063.760""","=""249817.261""","=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""","=""3p6""","=""1S""","=""0""",,"=""""","=""L11520""",
Ar,3,"=""258.017""","=""0.004""","=""258.01444""","=""0.00013""","=""2""","=""""",,"=""186658.19""","=""225404.1120""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""",,"=""""","=""L7491""",
Ar,2,"=""258.0360""","=""0.0006""","=""258.036311""","=""0.000013""","=""1""","=""""",,"=""172829.6539""","=""211572.2917""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<1>).6f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""258.339""","=""0.003""","=""258.3379""","=""0.0007""","=""3""","=""""",,"=""204728.39""","=""243425.7974""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3P""","=""2""",,"=""""","=""L7493""",
Ar,3,"=""258.48766""","=""0.00003""","=""258.48764""","=""0.00003""","=""14""","=""""",,"=""243425.7974""","=""282100.793""","=""3s2.3p3.(2P*).4p""","=""3P""","=""2""","=""3s2.3p3.(2P*).4d""","=""3P*""","=""2""",,"=""""","=""L11520""",
Ar,3,"=""259.14983""","=""0.00007""","=""259.14982""","=""0.00005""","=""6""","=""""",,"=""243425.7974""","=""282001.977""","=""3s2.3p3.(2P*).4p""","=""3P""","=""2""","=""3s2.3p3.(2P*).4d""","=""3P*""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""259.1696""","=""0.0006""","=""259.169961""","=""0.000003""","=""1""","=""""",,"=""160239.4280""","=""198812.6100""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""259.2074""","=""0.0006""","=""259.207905""","=""0.000003""","=""1""","=""""",,"=""151087.3128""","=""189654.8487""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""259.2178""","=""0.0006""","=""259.218600""","=""0.000003""","=""1""","=""""",,"=""150474.9903""","=""189040.9351""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""259.441""","=""0.004""","=""259.43977""","=""0.00004""","=""1""","=""""",,"=""187823.939""","=""226357.0086""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3F""","=""2""",,"=""""","=""L7491""",
Ar,3,"=""259.6634""","=""0.0020""","=""259.66205""","=""0.00013""","=""1""","=""""",,"=""186904.026""","=""225404.1120""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""",,"=""""","=""L9366""",
Ar,3,"=""259.725""","=""0.004""","=""259.72323""","=""0.00013""","=""3""","=""""",,"=""186658.19""","=""225149.2072""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""",,"=""""","=""L7491""",
Ar,4,"=""259.941""","=""0.003""","=""259.9420""","=""0.0023""","=""2""","=""""",,"=""257343.58""","=""295802.2""","=""3s2.3p2.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""260.0956""","=""0.0006""","=""260.095957""","=""0.000003""","=""3""","=""""",,"=""161089.3846""","=""199525.2465""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(1D).4d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""260.212""","=""0.003""","=""260.2123""","=""0.0007""","=""1""","=""""",,"=""204728.39""","=""243147.063""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""",,"=""""","=""L7493""",
Ar,4,"=""260.803""","=""0.003""","=""260.8025""","=""0.0019""","=""9""","=""4.3e+07""",E,"=""250902.16""","=""289233.9""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""3/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,4,"=""260.844""","=""0.005""","=""260.837""","=""0.003""","=""7""","=""""",,"=""257343.58""","=""295670.2""","=""3s2.3p2.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L4489""",
Ar,2,"=""260.968""","=""0.002""","=""260.967752""","=""0.000003""","=""0""","=""""",,"=""135085.9958""","=""173393.4658""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,4,"=""261.124""","=""0.005""","=""261.1267""","=""0.0024""","=""3""","=""""",,"=""251967.35""","=""290251.5""","=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L4489""",
Ar,3,"=""261.344""","=""0.004""","=""261.34235""","=""0.00013""","=""3""","=""""",,"=""186904.026""","=""225156.5915""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""",,"=""""","=""L7491""",
Ar,3,"=""261.395""","=""0.004""","=""261.39281""","=""0.00013""","=""3""","=""""",,"=""186904.026""","=""225149.2072""","=""3s2.3p3.(2P*).3d""","=""3F*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""",,"=""""","=""L7491""",
Ar,4,"=""261.565""","=""0.003""","=""261.564""","=""0.003""","=""10""","=""2.7e+08""",D,"=""250902.16""","=""289122.3""","=""3s2.3p2.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""1/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,2,"=""261.6811""","=""0.0006""","=""261.681148""","=""0.000004""","=""3""","=""""",,"=""132327.3616""","=""170530.4040""","=""3s2.3p4.(3P).3d""","=""4D""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""""","=""L14821""",
Ar,3,"=""261.726""","=""0.003""","=""261.7281""","=""0.0007""","=""1""","=""""",,"=""204728.39""","=""242924.58""","=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""","=""3s2.3p3.(2P*).4p""","=""3P""","=""0""",,"=""""","=""L7493""",
Ar,2,"=""261.7596""","=""0.0006""","=""261.76010""","=""0.00010""","=""2""","=""""",,"=""172335.5985""","=""210527.119""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,4,"=""261.990""","=""0.003""","=""261.988""","=""0.003""","=""9""","=""""",,"=""267741.3""","=""305899.6""","=""3s2.3p2.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""262.09844""","=""0.00003""","=""262.09843""","=""0.00003""","=""16""","=""""",,"=""172335.5985""","=""210477.822""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).6f""","=""2[3]*""","=""7/2""",,"=""""","=""L11520""",
Ar,4,"=""262.130""","=""0.003""","=""262.1302""","=""0.0025""","=""10""","=""""",,"=""267762.0""","=""305899.6""","=""3s2.3p2.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,2,"=""262.1879""","=""0.0006""","=""262.18858""","=""0.00003""","=""1""","=""""",,"=""172335.5985""","=""210464.709""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""262.3090""","=""0.0006""","=""262.309628""","=""0.000015""","=""1""","=""""",,"=""172335.5985""","=""210447.1140""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<2>).6f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""262.45945""","=""0.00004""","=""262.459393""","=""0.000004""","=""7""","=""""",,"=""161048.7411""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,4,"=""262.486""","=""0.003""","=""262.485""","=""0.003""","=""10""","=""""",,"=""267741.3""","=""305827.4""","=""3s2.3p2.(1D).4s""","=""2D""","=""5/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L11418""",
Ar,2,"=""262.5711""","=""0.0006""","=""262.570482""","=""0.000004""","=""1""","=""""",,"=""132327.3616""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""4D""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""""","=""L14821""",
Ar,4,"=""262.632""","=""0.005""","=""262.6274""","=""0.0025""","=""2""","=""""",,"=""267762.0""","=""305827.4""","=""3s2.3p2.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p2.(1D).4p""","=""2D*""","=""5/2""",,"=""""","=""L4489""",
Ar,2,"=""262.73984""","=""0.00005""","=""262.739765""","=""0.000003""","=""7""","=""""",,"=""161089.3846""","=""199138.5106""","=""3s2.3p4.(3P).4p""","=""2S*""","=""1/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,8,"=""263.15""","=""0.03""","=""263.15""","=""0.10""","=""*""","=""""",,"=""1070380.""","=""1108370.""","=""2p6.9g""","=""2G""","=""9/2""","=""2p6.12h""","=""2H*""","=""11/2""",,"=""""","=""L16099""",
Ar,8,"=""263.15""","=""0.03""","=""263.15""","=""0.10""","=""*""","=""""",,"=""1070380.""","=""1108370.""","=""2p6.9g""","=""2G""","=""7/2""","=""2p6.12h""","=""2H*""","=""9/2""",,"=""""","=""L16099""",
Ar,3,"=""263.18635""","=""0.00008""","=""263.18633""","=""0.00006""","=""6""","=""3.7e+07""",E,"=""187172.022""","=""225156.5915""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3D""","=""1""",,"=""T1619CA,LS""","=""L11520""",
Ar,3,"=""263.240""","=""0.004""","=""263.23751""","=""0.00006""","=""4""","=""7.5e+06""",E,"=""187172.022""","=""225149.2072""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3D""","=""2""",,"=""T1619CA,LS""","=""L7491""",
Ar,2,"=""263.4001""","=""0.0006""","=""263.400944""","=""0.000003""","=""2qs""","=""""",,"=""151087.3128""","=""189040.9351""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""263.6354""","=""0.0006""","=""263.635826""","=""0.000004""","=""2""","=""""",,"=""132481.2068""","=""170401.0170""","=""3s2.3p4.(3P).3d""","=""4D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""263.69135""","=""0.00008""","=""263.691213""","=""0.000013""","=""6""","=""""",,"=""172213.8798""","=""210125.7255""","=""3s2.3p4.(1D).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,4,"=""264.028""","=""0.003""","=""264.0304""","=""0.0019""","=""12""","=""2.2e+08""",D,"=""251967.35""","=""289830.5""","=""3s2.3p2.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p2.(3P).4p""","=""4P*""","=""5/2""",,"=""T1619CA,LS""","=""L11418""",
Ar,3,"=""264.547""","=""0.004""","=""264.54648""","=""0.00003""","=""2""","=""""",,"=""188714.875""","=""226504.1601""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""3""","=""3s2.3p3.(2D*).4p""","=""3F""","=""3""",,"=""""","=""L7491""",
Ar,2,"=""264.72456""","=""0.00002""","=""264.724542""","=""0.000004""","=""29""","=""""",,"=""161048.7411""","=""198812.6100""","=""3s2.3p4.(3P).4p""","=""4S*""","=""3/2""","=""3s2.3p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""264.7844""","=""0.0006""","=""264.78494""","=""0.00021""","=""1""","=""""",,"=""172829.6539""","=""210584.91""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""264.96012""","=""0.00008""","=""264.960106""","=""0.000004""","=""7""","=""""",,"=""135085.9958""","=""172816.2926""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""265.19095""","=""0.00008""","=""265.19088""","=""0.00010""","=""9""","=""""",,"=""172829.6539""","=""210527.119""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""265.2899""","=""0.0006""","=""265.29003""","=""0.00014""","=""1""","=""""",,"=""172829.6539""","=""210513.03""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""265.321""","=""0.002""","=""265.321551""","=""0.000003""","=""0""","=""""",,"=""151087.3128""","=""188766.2129""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""265.377""","=""0.005""","=""265.37186""","=""0.00004""","=""4""","=""""",,"=""231342.1658""","=""269013.923""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3D*""","=""2""",,"=""""","=""L7492""",
Ar,2,"=""265.4056""","=""0.0006""","=""265.404032""","=""0.000018""","=""2""","=""""",,"=""174409.8916""","=""212077.0827""","=""3s2.3p4.(1D).3d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,3,"=""265.45492""","=""0.00003""","=""265.454924""","=""0.000023""","=""17""","=""""",,"=""231342.1658""","=""269002.136""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3D*""","=""3""",,"=""""","=""L11520""",
Ar,3,"=""265.617""","=""0.005""","=""265.61350""","=""0.00009""","=""1""","=""""",,"=""231342.1658""","=""268979.654""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""","=""3s2.3p3.(2D*).4d""","=""3D*""","=""1""",,"=""""","=""L7492""",
Ar,2,"=""265.6303""","=""0.0006""","=""265.63067""","=""0.00003""","=""2""","=""""",,"=""172829.6539""","=""210464.709""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""265.789""","=""0.002""","=""265.788775""","=""0.000004""","=""0""","=""""",,"=""170530.4040""","=""208143.0731""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""7/2""",,"=""""","=""L14821""",
Ar,3,"=""266.022""","=""0.004""","=""266.01862""","=""0.00004""","=""3""","=""5.5e+06""",E,"=""187823.939""","=""225404.1120""","=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3D""","=""3""",,"=""T1619CA,LS""","=""L7491""",
