obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2153.934""","=""0.005""","=""2153.9369""","=""0.0019""","=""18""","=""""",,"=""167048.6694""","=""171691.331""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""","=""2s2.2p5.(2P*<3/2>).7f""","=""2[7/2]""","=""4""",,"=""""","=""L9097""",
"=""2156.9002""","=""0.0016""","=""2156.9018""","=""0.0015""","=""20*""","=""""",,"=""167052.6654""","=""171688.945""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""3""",,"=""""","=""L9097""",
"=""2156.9002""","=""0.0016""","=""2156.892""","=""0.005""","=""20*""","=""""",,"=""167052.6415""","=""171688.942""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""2""",,"=""""","=""L9097""",
"=""2158.2413""","=""0.0003""","=""2158.2418""","=""0.0007""","=""34""","=""""",,"=""162435.6780""","=""167069.0791""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
"=""2158.5760""","=""0.0003""","=""2158.5761""","=""0.0007""","=""32""","=""""",,"=""162419.9818""","=""167052.6654""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
"=""2160.2349""","=""0.0014""","=""2160.2347""","=""0.0015""","=""36*""","=""""",,"=""167060.3044""","=""171689.431""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[9/2]""","=""4""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[11/2]*""","=""5""",,"=""""","=""L9097""",
"=""2160.2349""","=""0.0014""","=""2160.2348""","=""0.0015""","=""36*""","=""""",,"=""167060.3115""","=""171689.438""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[9/2]""","=""5""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[11/2]*""","=""6""",,"=""""","=""L9097""",
"=""2162.6639""","=""0.0014""","=""2162.6639""","=""0.0015""","=""15*""","=""""",,"=""167846.4371""","=""172470.364""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[7/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[9/2]*""","=""4""",,"=""""","=""L11262""",
"=""2162.6639""","=""0.0014""","=""2162.6637""","=""0.0015""","=""15*""","=""""",,"=""167846.4456""","=""172470.373""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[7/2]""","=""4""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[9/2]*""","=""5""",,"=""""","=""L11262""",
"=""2162.7560""","=""0.0014""","=""2162.7559""","=""0.0015""","=""12*""","=""""",,"=""167846.6738""","=""172470.404""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[7/2]*""","=""4""",,"=""""","=""L11262""",
"=""2162.7560""","=""0.0014""","=""2162.7558""","=""0.0015""","=""12*""","=""""",,"=""167846.6854""","=""172470.416""","=""2s2.2p5.(2P*<1/2>).4f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7g""","=""2[7/2]*""","=""3""",,"=""""","=""L11262""",
"=""2163.8469""","=""0.0014""","=""2163.8469""","=""0.0015""","=""23*""","=""""",,"=""167069.0649""","=""171690.464""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[7/2]*""","=""4""",,"=""""","=""L11262""",
"=""2163.8469""","=""0.0014""","=""2163.8470""","=""0.0015""","=""23*""","=""""",,"=""167069.0791""","=""171690.478""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[7/2]*""","=""3""",,"=""""","=""L11262""",
"=""2164.5598""","=""0.0014""","=""2164.566""","=""0.005""","=""3*""","=""""",,"=""167069.0791""","=""171688.942""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""2""",,"=""""","=""L11262""",
"=""2164.5598""","=""0.0014""","=""2164.5650""","=""0.0015""","=""3*""","=""""",,"=""167069.0791""","=""171688.945""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""3""",,"=""""","=""L11262""",
"=""2164.5598""","=""0.0014""","=""2164.561""","=""0.005""","=""3*""","=""""",,"=""167591.2335""","=""172211.107""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L11262""",
"=""2164.5598""","=""0.0014""","=""2164.5583""","=""0.0015""","=""3*""","=""""",,"=""167069.0649""","=""171688.945""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[5/2]*""","=""3""",,"=""""","=""L11262""",
"=""2165.9251""","=""0.0004""","=""2165.9257""","=""0.0007""","=""15""","=""""",,"=""162435.6780""","=""167052.6415""","=""2s2.2p5.(2P*<1/2>).3d""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[3/2]""","=""1""",,"=""""","=""L9097""",
"=""2167.3267""","=""0.0012""","=""2167.3265""","=""0.0015""","=""23*""","=""""",,"=""167076.9896""","=""171690.969""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[7/2]""","=""4""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[9/2]*""","=""5""",,"=""""","=""L9097""",
"=""2167.3267""","=""0.0012""","=""2167.3266""","=""0.0015""","=""23*""","=""""",,"=""167076.9837""","=""171690.963""","=""2s2.2p5.(2P*<3/2>).4f""","=""2[7/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7g""","=""2[9/2]*""","=""4""",,"=""""","=""L9097""",
"=""2167.467""","=""0.006""","=""2167.4724""","=""0.0019""","=""6""","=""""",,"=""168358.6202""","=""172972.289""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).12s""","=""2[3/2]*""","=""1""",,"=""""","=""L9097""",
"=""2171.4039""","=""0.0002""","=""2171.4047""","=""0.0010""","=""2900""","=""6.38e+06""",B+,"=""158795.9924""","=""163401.3061""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""",,"=""T6976""","=""L9097""",
"=""2217.7292""","=""0.0007""","=""2217.7292""","=""0.0010""","=""78""","=""2.97e+05""",C+,"=""162517.8755""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2225.3432""","=""0.0003""","=""2225.3432""","=""0.0010""","=""1300""","=""2.88e+06""",B+,"=""162517.8755""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2243.4265""","=""0.0003""","=""2243.4266""","=""0.0010""","=""1300""","=""4.37e+06""",B+,"=""162517.8755""","=""166975.3424""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2247.2920""","=""0.0003""","=""2247.2922""","=""0.0010""","=""540""","=""5.55e+06""",B+,"=""162517.8755""","=""166967.6752""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""2253.6528""","=""0.0003""","=""2253.6536""","=""0.0010""","=""8500""","=""4.31e+06""",B+,"=""158601.1152""","=""163038.3544""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L9097""",
"=""2266.7971""","=""0.0003""","=""2266.7978""","=""0.0010""","=""1300""","=""1.00e+06""",B+,"=""158601.1152""","=""163012.6247""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2269.3959""","=""0.0003""","=""2269.3960""","=""0.0010""","=""210""","=""9.58e+05""",B+,"=""163401.3061""","=""167807.7649""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2310.6784""","=""0.0003""","=""2310.6788""","=""0.0010""","=""2500""","=""1.94e+06""",B+,"=""159379.9935""","=""163707.7261""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2326.6619""","=""0.0003""","=""2326.6626""","=""0.0010""","=""3800""","=""1.79e+06""",B+,"=""158601.1152""","=""162899.1169""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T6976""","=""L9097""",
"=""2337.9343""","=""0.0003""","=""2337.9349""","=""0.0010""","=""5000""","=""3.69e+06""",B+,"=""159379.9935""","=""163657.2726""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2357.1764""","=""0.0003""","=""2357.1774""","=""0.0010""","=""3400""","=""1.61e+06""",B+,"=""158795.9924""","=""163038.3544""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L9097""",
"=""2364.2934""","=""0.0003""","=""2364.2942""","=""0.0010""","=""17000""","=""5.66e+06""",B+,"=""158601.1152""","=""162830.7073""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""",,"=""T6976""","=""L9097""",
"=""2370.8130""","=""0.0003""","=""2370.8131""","=""0.0010""","=""1200""","=""1.93e+06""",B+,"=""162830.7073""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2371.4099""","=""0.0003""","=""2371.4098""","=""0.0010""","=""74""","=""1.47e+05""",C+,"=""162830.7073""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2371.5599""","=""0.0003""","=""2371.5608""","=""0.0010""","=""5900""","=""4.59e+06""",B+,"=""158795.9924""","=""163012.6247""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2391.8541""","=""0.0003""","=""2391.8541""","=""0.0010""","=""170""","=""3.08e+05""",B,"=""162830.7073""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2395.7931""","=""0.0003""","=""2395.7930""","=""0.0010""","=""11000""","=""5.28e+06""",B+,"=""159534.6196""","=""163708.6029""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T6976""","=""L9097""",
"=""2396.115""","=""0.006""","=""2396.123""","=""0.007""","=""45""","=""""",,"=""166975.3424""","=""171148.750""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).7p""","=""2[1/2]""","=""0""",,"=""""","=""L9760""",
"=""2396.2964""","=""0.0003""","=""2396.2964""","=""0.0010""","=""4600""","=""3.33e+06""",B+,"=""159534.6196""","=""163707.7261""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2397.8372""","=""0.0003""","=""2397.8369""","=""0.0010""","=""220""","=""3.38e+05""",B+,"=""162830.7073""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2398.4701""","=""0.0003""","=""2398.4701""","=""0.0010""","=""6000""","=""6.87e+06""",B+,"=""162830.7073""","=""167000.0317""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",,"=""T6976""","=""L9097""",
"=""2409.3528""","=""0.0003""","=""2409.3527""","=""0.0010""","=""200""","=""9.58e+05""",B+,"=""163657.2726""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2409.8982""","=""0.0003""","=""2409.8984""","=""0.0010""","=""46""","=""7.04e+04""",C+,"=""162899.1169""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2410.5148""","=""0.0003""","=""2410.5149""","=""0.0010""","=""1100""","=""2.28e+06""",B+,"=""162899.1169""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2415.6486""","=""0.0003""","=""2415.6486""","=""0.0010""","=""210""","=""5.37e+05""",B+,"=""163657.2726""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2416.2547""","=""0.0005""","=""2416.2551""","=""0.0010""","=""12""","=""9.60e+04""",C+,"=""162517.8755""","=""166656.5114""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2416.8025""","=""0.0003""","=""2416.8026""","=""0.0010""","=""2000""","=""5.57e+06""",B+,"=""163657.2726""","=""167794.9709""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2422.5535""","=""0.0003""","=""2422.5537""","=""0.0010""","=""140""","=""4.70e+05""",B,"=""162899.1169""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2425.6224""","=""0.0003""","=""2425.6225""","=""0.0010""","=""2800""","=""1.95e+06""",B+,"=""159534.6196""","=""163657.2726""","=""2s2.2p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T6976""","=""L9097""",
"=""2429.3066""","=""0.0010""","=""2429.3097""","=""0.0024""","=""12""","=""""",,"=""167559.0633""","=""171675.459""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L9097""",
"=""2431.6420""","=""0.0003""","=""2431.6420""","=""0.0010""","=""38""","=""7.87e+04""",C+,"=""162899.1169""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2437.1661""","=""0.0003""","=""2437.1671""","=""0.0010""","=""7400""","=""3.66e+06""",B+,"=""158795.9924""","=""162899.1169""","=""2s2.2p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""",,"=""T6976""","=""L9097""",
"=""2437.633""","=""0.006""","=""2437.630""","=""0.007""","=""18""","=""""",,"=""168358.6202""","=""172460.966""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L9760""",
"=""2437.8260""","=""0.0003""","=""2437.8258""","=""0.0010""","=""3800""","=""5.95e+06""",B+,"=""162899.1169""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2439.0011""","=""0.0003""","=""2439.0013""","=""0.0010""","=""360""","=""1.70e+06""",B+,"=""163707.7261""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2439.5228""","=""0.0003""","=""2439.5230""","=""0.0010""","=""37""","=""1.78e+05""",C+,"=""163708.6029""","=""167807.7649""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2445.4531""","=""0.0003""","=""2445.4533""","=""0.0010""","=""1900""","=""5.11e+06""",B+,"=""163707.7261""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2445.9078""","=""0.0004""","=""2445.9078""","=""0.0010""","=""12""","=""1.93e+05""",C+,"=""162517.8755""","=""166606.3370""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""2445.9775""","=""0.0003""","=""2445.9778""","=""0.0010""","=""240""","=""6.64e+05""",B+,"=""163708.6029""","=""167796.9475""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2446.6068""","=""0.0003""","=""2446.6067""","=""0.0010""","=""3300""","=""6.64e+06""",B+,"=""163708.6029""","=""167795.8966""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2447.1606""","=""0.0003""","=""2447.1609""","=""0.0010""","=""370""","=""9.76e+05""",B+,"=""163708.6029""","=""167794.9709""","=""2s2.2p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2448.2800""","=""0.0016""","=""2448.2834""","=""0.0019""","=""7""","=""""",,"=""167591.2335""","=""171675.728""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L9097""",
"=""2451.036""","=""0.002""","=""2451.0394""","=""0.0019""","=""4""","=""""",,"=""168378.7113""","=""172458.613""","=""2s2.2p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L9097""",
"=""2453.2498""","=""0.0003""","=""2453.2499""","=""0.0010""","=""55""","=""1.69e+05""",C+,"=""162899.1169""","=""166975.3424""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2460.6763""","=""0.0003""","=""2460.6760""","=""0.0009""","=""9""","=""""",,"=""165912.7861""","=""169976.7100""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L9097""",
"=""2477.140""","=""0.003""","=""2477.146""","=""0.003""","=""7""","=""""",,"=""167648.6382""","=""171685.542""","=""2s2.2p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L9097""",
"=""2478.3248""","=""0.0003""","=""2478.3249""","=""0.0010""","=""1700""","=""4.06e+06""",B+,"=""163012.6247""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2479.6287""","=""0.0007""","=""2479.6285""","=""0.0011""","=""5""","=""""",,"=""166656.5114""","=""170689.3736""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""0""",,"=""""","=""L9097""",
"=""2490.2752""","=""0.0008""","=""2490.2750""","=""0.0009""","=""21""","=""""",,"=""165828.1766""","=""169843.7973""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
"=""2491.0521""","=""0.0003""","=""2491.0524""","=""0.0010""","=""780""","=""3.02e+06""",B+,"=""163012.6247""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2492.9689""","=""0.0009""","=""2492.9689""","=""0.0009""","=""3""","=""""",,"=""165828.1766""","=""169839.4581""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""""","=""L9097""",
"=""2493.5696""","=""0.0003""","=""2493.5697""","=""0.0010""","=""2900""","=""4.63e+06""",B+,"=""163038.3544""","=""167048.6694""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2494.2298""","=""0.0004""","=""2494.2297""","=""0.0010""","=""46""","=""1.11e+05""",C+,"=""163038.3544""","=""167047.6082""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2500.6628""","=""0.0003""","=""2500.6629""","=""0.0010""","=""170""","=""4.14e+05""",B+,"=""163012.6247""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2507.1216""","=""0.0003""","=""2507.1215""","=""0.0010""","=""35""","=""1.33e+05""",C+,"=""163038.3544""","=""167026.9923""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L9097""",
"=""2508.4899""","=""0.0005""","=""2508.4878""","=""0.0014""","=""7""","=""""",,"=""165828.1766""","=""169814.642""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""""","=""L9097""",
"=""2516.8567""","=""0.0003""","=""2516.8567""","=""0.0010""","=""1300""","=""2.99e+06""",B+,"=""163038.3544""","=""167011.5643""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L9097""",
"=""2517.6147""","=""0.0008""","=""2517.6149""","=""0.0009""","=""3""","=""""",,"=""166606.3370""","=""170578.3503""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[1/2]""","=""1""",,"=""""","=""L9097""",
"=""2519.5185""","=""0.0004""","=""2519.5185""","=""0.0009""","=""25""","=""""",,"=""165828.1766""","=""169797.1890""","=""2s2.2p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""2s2.2p5.(2P*<3/2>).6p""","=""2[5/2]""","=""3""",,"=""""","=""L9097""",
"=""2523.4824""","=""0.0003""","=""2523.4821""","=""0.0010""","=""300""","=""4.35e+05""",B+,"=""163038.3544""","=""167001.1327""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T6976""","=""L9097""",
"=""2528.4125""","=""0.0003""","=""2528.4127""","=""0.0010""","=""100""","=""1.06e+06""",B,"=""163012.6247""","=""166967.6752""","=""2s2.2p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L9097""",
"=""2537.6263""","=""0.0003""","=""2537.6261""","=""0.0010""","=""15""","=""""",,"=""166656.5114""","=""170597.2023""","=""2s2.2p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""2s2.2p5.(2P*<1/2>).6p""","=""2[3/2]""","=""2""",,"=""""","=""L9097""",
